"subj","item","spkr","prec","load","rt_trunc","rt_raw"
"S051","I20","old","break","no",1369,1369
"S051","I21","new","maintain","no",1749,1749
"S051","I22","new","break","no",2805,2805
"S051","I23","old","maintain","yes",3046,3046
"S051","I24","old","break","yes",3480,3480
"S051","I25","new","maintain","yes",1995,1995
"S051","I26","new","break","yes",2799,2799
"S051","I27","old","maintain","no",1657,1657
"S051","I28","old","break","no",2106,2106
"S051","I29","new","maintain","no",2705,2705
"S051","I30","new","break","no",3485,3485
"S051","I31","old","maintain","yes",1801,1801
"S051","I32","old","break","yes",2041,2041
"S052","I01","old","maintain","yes",1325,1325
"S052","I02","old","break","yes",4596,4596
"S052","I03","new","maintain","yes",2228,2228
"S052","I04","new","break","yes",3735,3735
"S052","I05","old","maintain","no",1458,1458
"S052","I06","old","break","no",2102,2102
"S052","I07","new","maintain","no",1866,1866
"S052","I08","new","break","no",1981,1981
"S052","I09","old","maintain","yes",2069,2069
"S052","I10","old","break","yes",1588,1588
"S052","I11","new","maintain","yes",1628,1628
"S052","I12","new","break","yes",3228,3228
"S052","I13","old","maintain","no",1477,1477
"S052","I14","old","break","no",4725,4725
"S052","I15","new","maintain","no",1651,1651
"S052","I16","new","break","no",1980,1980
"S052","I17","old","maintain","yes",1484,1484
"S052","I18","old","break","yes",2423,2423
"S052","I19","new","maintain","yes",1556,1556
"S052","I20","new","break","yes",1429,1429
"S052","I21","old","maintain","no",1349,1349
"S052","I22","old","break","no",2264,2264
"S052","I23","new","maintain","no",2686,2686
"S052","I24","new","break","no",2198,2198
"S052","I25","old","maintain","yes",2396,2396
"S052","I26","old","break","yes",1858,1858
"S052","I27","new","maintain","yes",1857,1857
"S052","I28","new","break","yes",2547,2547
"S052","I29","old","maintain","no",1503,1503
"S052","I30","old","break","no",2163,2163
"S052","I31","new","maintain","no",1981,1981
"S052","I32","new","break","no",2522,2522
"S053","I01","old","maintain","no",1525,1525
"S053","I02","old","break","no",5171,5478
"S053","I03","new","maintain","no",3330,3330
"S053","I04","new","break","no",1793,1793
"S053","I05","old","maintain","yes",1679,1679
"S053","I06","old","break","yes",4807,4807
"S053","I07","new","maintain","yes",1366,1366
"S053","I08","new","break","yes",5106,5106
"S053","I09","old","maintain","no",2550,2550
"S053","I10","old","break","no",1308,1308
"S053","I11","new","maintain","no",2250,2250
"S053","I12","new","break","no",3148,3148
"S053","I13","old","maintain","yes",2999,2999
"S053","I14","old","break","yes",5171,8330
"S053","I15","new","maintain","yes",1792,1792
"S053","I16","new","break","yes",4043,4043
"S053","I17","old","maintain","no",2245,2245
"S053","I18","old","break","no",3164,3164
"S053","I19","new","maintain","no",1816,1816
"S053","I20","new","break","no",1649,1649
"S053","I21","old","maintain","yes",1389,1389
"S053","I22","old","break","yes",2204,2204
"S053","I23","new","maintain","yes",3888,3888
"S053","I24","new","break","yes",2899,2899
"S053","I25","old","maintain","no",1915,1915
"S053","I26","old","break","no",3480,3480
"S053","I27","new","maintain","no",2338,2338
"S053","I28","new","break","no",4008,4008
"S053","I29","old","maintain","yes",1803,1803
"S053","I30","old","break","yes",2984,2984
"S053","I31","new","maintain","yes",2102,2102
"S053","I32","new","break","yes",3183,3183
"S054","I01","old","break","no",1826,1826
"S054","I02","new","maintain","no",1552,1552
"S054","I03","new","break","no",1567,1567
"S054","I04","old","maintain","yes",1632,1632
"S054","I05","old","break","yes",2460,2460
"S054","I06","new","maintain","yes",1662,1662
"S054","I07","new","break","yes",3569,3569
"S054","I08","old","maintain","no",1561,1561
"S054","I09","old","break","no",3832,3832
"S054","I10","new","maintain","no",1288,1288
"S054","I11","new","break","no",1348,1348
"S054","I12","old","maintain","yes",3709,3709
"S054","I13","old","break","yes",1577,1577
"S054","I14","new","maintain","yes",1601,1601
"S054","I15","new","break","yes",1471,1471
"S054","I16","old","maintain","no",1680,1680
"S054","I17","old","break","no",1965,1965
"S054","I18","new","maintain","no",1722,1722
"S054","I19","new","break","no",1997,1997
"S054","I20","old","maintain","yes",1488,1488
"S054","I21","old","break","yes",1389,1389
"S054","I22","new","maintain","yes",1303,1303
"S054","I23","new","break","yes",3046,3046
"S054","I24","old","maintain","no",1256,1256
"S054","I25","old","break","no",1715,1715
"S054","I26","new","maintain","no",1757,1757
"S054","I27","new","break","no",1317,1317
"S054","I28","old","maintain","yes",2287,2287
"S054","I29","old","break","yes",1643,1643
"S054","I30","new","maintain","yes",2063,2063
"S054","I31","new","break","yes",1720,1720
"S054","I32","old","maintain","no",1520,1520
"S055","I01","new","break","no",1146,1146
"S055","I02","old","maintain","yes",3395,3395
"S055","I03","old","break","yes",1447,1447
"S055","I04","new","maintain","yes",1613,1613
"S055","I05","new","break","yes",2279,2279
"S055","I06","old","maintain","no",1662,1662
"S055","I07","old","break","no",4850,4850
"S055","I08","new","maintain","no",1421,1421
"S055","I09","new","break","no",2830,2830
"S055","I10","old","maintain","yes",1368,1368
"S055","I11","old","break","yes",2089,2089
"S055","I12","new","maintain","yes",2807,2807
"S055","I13","new","break","yes",2318,2318
"S055","I14","old","maintain","no",1280,1280
"S055","I15","old","break","no",1552,1552
"S055","I16","new","maintain","no",1520,1520
"S055","I17","new","break","no",1424,1424
"S055","I18","old","maintain","yes",1002,1002
"S055","I19","old","break","yes",1757,1757
"S055","I20","new","maintain","yes",1849,1849
"S055","I21","new","break","yes",1369,1369
"S055","I22","old","maintain","no",1123,1123
"S055","I23","old","break","no",2646,2646
"S055","I24","new","maintain","no",1197,1197
"S055","I25","new","break","no",1034,1034
"S055","I26","old","maintain","yes",1297,1297
"S055","I27","old","break","yes",1457,1457
"S055","I28","new","maintain","yes",1465,1465
"S055","I29","new","break","yes",1923,1923
"S055","I30","old","maintain","no",1342,1342
"S055","I31","old","break","no",1100,1100
"S055","I32","new","maintain","no",1240,1240
"S061","I01","new","maintain","no",985,985
"S061","I02","new","break","no",1772,1772
"S061","I03","old","maintain","yes",1888,1888
"S061","I04","old","break","yes",4096,4096
"S061","I05","new","maintain","yes",1198,1198
"S061","I06","new","break","yes",2323,2323
"S061","I07","old","maintain","no",1206,1206
"S061","I08","old","break","no",1381,1381
"S061","I09","new","maintain","no",1108,1108
"S061","I10","new","break","no",1248,1248
"S061","I11","old","maintain","yes",1769,1769
"S061","I12","old","break","yes",5171,6353
"S061","I13","new","maintain","yes",1677,1677
"S061","I14","new","break","yes",2982,2982
"S061","I15","old","maintain","no",1190,1190
"S061","I16","old","break","no",2902,2902
"S061","I17","new","maintain","no",1403,1403
"S061","I18","new","break","no",2864,2864
"S061","I19","old","maintain","yes",1697,1697
"S061","I20","old","break","yes",1047,1047
"S061","I21","new","maintain","yes",1169,1169
"S061","I22","new","break","yes",2124,2124
"S061","I23","old","maintain","no",1845,1845
"S061","I24","old","break","no",2338,2338
"S061","I25","new","maintain","no",1574,1574
"S061","I26","new","break","no",1437,1437
"S061","I27","old","maintain","yes",1617,1617
"S061","I28","old","break","yes",2006,2006
"S061","I29","new","maintain","yes",962,962
"S061","I30","new","break","yes",2423,2423
"S061","I31","old","maintain","no",2342,2342
"S061","I32","old","break","no",2541,2541
"S064","I01","old","break","no",1446,1446
"S064","I02","new","maintain","no",2394,2394
"S064","I03","new","break","no",1988,1988
"S064","I04","old","maintain","yes",1993,1993
"S064","I05","old","break","yes",2981,2981
"S064","I06","new","maintain","yes",1762,1762
"S064","I07","new","break","yes",5171,5792
"S064","I08","old","maintain","no",1280,1280
"S064","I09","old","break","no",1628,1628
"S064","I10","new","maintain","no",1288,1288
"S064","I11","new","break","no",1729,1729
"S064","I12","old","maintain","yes",2908,2908
"S064","I13","old","break","yes",1957,1957
"S064","I14","new","maintain","yes",1740,1740
"S064","I15","new","break","yes",1912,1912
"S064","I16","old","maintain","no",2321,2321
"S064","I17","old","break","no",1243,1243
"S064","I18","new","maintain","no",1241,1241
"S064","I19","new","break","no",1677,1677
"S064","I20","old","maintain","yes",1649,1649
"S064","I21","old","break","yes",1409,1409
"S064","I22","new","maintain","yes",1163,1163
"S064","I23","new","break","yes",2426,2426
"S064","I24","old","maintain","no",1837,1837
"S064","I25","old","break","no",1915,1915
"S064","I26","new","maintain","no",1417,1417
"S064","I27","new","break","no",1777,1777
"S064","I28","old","maintain","yes",2667,2667
"S064","I29","old","break","yes",2764,2764
"S064","I30","new","maintain","yes",1762,1762
"S064","I31","new","break","yes",3944,3944
"S064","I32","old","maintain","no",1080,1080
"S065","I01","old","break","yes",1726,1726
"S065","I02","new","maintain","yes",1292,1292
"S065","I03","new","break","yes",1888,1888
"S065","I04","old","maintain","no",1592,1592
"S065","I05","old","break","no",1659,1659
"S065","I06","new","maintain","no",2544,2544
"S065","I07","new","break","no",4730,4730
"S065","I08","old","maintain","yes",1481,1481
"S065","I09","old","break","yes",2229,2229
"S065","I10","new","maintain","yes",1428,1428
"S065","I11","new","break","yes",2410,2410
"S065","I12","old","maintain","no",2407,2407
"S065","I13","old","break","no",1817,1817
"S065","I14","new","maintain","no",1801,1801
"S065","I15","new","break","no",1832,1832
"S065","I16","old","maintain","yes",1760,1760
"S065","I17","old","break","yes",1344,1344
"S065","I18","new","maintain","yes",2563,2563
"S065","I19","new","break","yes",1777,1777
"S065","I20","old","maintain","no",1208,1208
"S065","I21","old","break","no",1710,1710
"S065","I22","new","maintain","no",1883,1883
"S065","I23","new","break","no",2124,2124
"S065","I24","old","maintain","yes",2278,2278
"S065","I25","old","break","yes",1675,1675
"S065","I26","new","maintain","yes",1637,1637
"S065","I27","new","break","yes",1697,1697
"S065","I28","old","maintain","no",2307,2307
"S065","I29","old","break","no",1443,1443
"S065","I30","new","maintain","no",1702,1702
"S065","I31","new","break","no",2522,2522
"S065","I32","old","maintain","yes",1480,1480
"S066","I01","old","maintain","no",2046,2046
"S066","I02","old","break","no",4356,4356
"S066","I03","new","maintain","no",2147,2147
"S066","I04","new","break","no",2533,2533
"S066","I05","old","maintain","yes",1899,1899
"S066","I06","old","break","yes",4767,4767
"S066","I07","new","maintain","yes",1826,1826
"S066","I08","new","break","yes",5171,5887
"S066","I09","old","maintain","no",4152,4152
"S066","I10","old","break","no",2069,2069
"S066","I11","new","maintain","no",2690,2690
"S066","I12","new","break","no",4710,4710
"S066","I13","old","maintain","yes",2237,2237
"S066","I14","old","break","yes",2782,2782
"S066","I15","new","maintain","yes",1892,1892
"S066","I16","new","break","yes",2622,2622
"S066","I17","old","maintain","no",1965,1965
"S066","I18","old","break","no",2223,2223
"S066","I19","new","maintain","no",1677,1677
"S066","I20","new","break","no",1328,1328
"S066","I21","old","maintain","yes",1569,1569
"S066","I22","old","break","yes",2265,2265
"S066","I23","new","maintain","yes",2666,2666
"S066","I24","new","break","yes",2318,2318
"S066","I25","old","maintain","no",2957,2957
"S066","I26","old","break","no",4461,4461
"S066","I27","new","maintain","no",2038,2038
"S066","I28","new","break","no",2046,2046
"S066","I29","old","maintain","yes",1943,1943
"S066","I30","old","break","yes",5171,5207
"S066","I31","new","maintain","yes",2001,2001
"S066","I32","new","break","yes",1840,1840
"S067","I01","new","break","no",1506,1506
"S067","I02","old","maintain","yes",2954,2954
"S067","I03","old","break","yes",2749,2749
"S067","I04","new","maintain","yes",1813,1813
"S067","I05","new","break","yes",2781,2781
"S067","I06","old","maintain","no",2082,2082
"S067","I07","old","break","no",5171,5191
"S067","I08","new","maintain","no",1301,1301
"S067","I09","new","break","no",3371,3371
"S067","I10","old","maintain","yes",1569,1569
"S067","I11","old","break","yes",2289,2289
"S067","I12","new","maintain","yes",3669,3669
"S067","I13","new","break","yes",1837,1837
"S067","I14","old","maintain","no",2301,2301
"S067","I15","old","break","no",2653,2653
"S067","I16","new","maintain","no",1800,1800
"S067","I17","new","break","no",2366,2366
"S067","I18","old","maintain","yes",1782,1782
"S067","I19","old","break","yes",1957,1957
"S067","I20","new","maintain","yes",1748,1748
"S067","I21","new","break","yes",1649,1649
"S067","I22","old","maintain","no",1102,1102
"S067","I23","old","break","no",3546,3546
"S067","I24","new","maintain","no",1257,1257
"S067","I25","new","break","no",1414,1414
"S067","I26","old","maintain","yes",2238,2238
"S067","I27","old","break","yes",3440,3440
"S067","I28","new","maintain","yes",2026,2026
"S067","I29","new","break","yes",2865,2865
"S067","I30","old","maintain","no",2482,2482
"S067","I31","old","break","no",4565,4565
"S067","I32","new","maintain","no",1159,1159
"S068","I01","new","break","yes",1907,1907
"S068","I02","old","maintain","no",3675,3675
"S068","I03","old","break","no",1607,1607
"S068","I04","new","maintain","no",2033,2033
"S068","I05","new","break","no",2320,2320
"S068","I06","old","maintain","yes",3005,3005
"S068","I07","old","break","yes",5171,5751
"S068","I08","new","maintain","yes",2062,2062
"S068","I09","new","break","yes",3851,3851
"S068","I10","old","maintain","no",1528,1528
"S068","I11","old","break","no",2971,2971
"S068","I12","new","maintain","no",2427,2427
"S068","I13","new","break","no",1877,1877
"S068","I14","old","maintain","yes",2261,2261
"S068","I15","old","break","yes",2593,2593
"S068","I16","new","maintain","yes",2381,2381
"S068","I17","new","break","yes",2926,2926
"S068","I18","old","maintain","no",4026,4026
"S068","I19","old","break","no",3038,3038
"S068","I20","new","maintain","no",1368,1368
"S068","I21","new","break","no",1749,1749
"S068","I22","old","maintain","yes",3146,3146
"S068","I23","old","break","yes",3266,3266
"S068","I24","new","maintain","yes",3961,3961
"S068","I25","new","break","yes",2216,2216
"S068","I26","old","maintain","no",1577,1577
"S068","I27","old","break","no",3260,3260
"S068","I28","new","maintain","no",1566,1566
"S068","I29","new","break","no",1743,1743
"S068","I30","old","maintain","yes",2784,2784
"S068","I31","old","break","yes",3202,3202
"S068","I32","new","maintain","yes",2462,2462
"S069","I01","new","maintain","yes",1446,1446
"S069","I02","new","break","yes",2113,2113
"S069","I03","old","maintain","no",1347,1347
"S069","I04","old","break","no",2313,2313
"S069","I05","new","maintain","no",1378,1378
"S069","I06","new","break","no",3245,3245
"S069","I07","old","maintain","yes",1866,1866
"S069","I08","old","break","yes",2002,2002
"S069","I09","new","maintain","yes",1308,1308
"S069","I10","new","break","yes",988,988
"S069","I11","old","maintain","no",1849,1849
"S069","I12","old","break","no",2868,2868
"S069","I13","new","maintain","no",1096,1096
"S069","I14","new","break","no",2221,2221
"S069","I15","old","maintain","yes",1871,1871
"S069","I16","old","break","yes",2761,2761
"S069","I17","new","maintain","yes",1264,1264
"S069","I18","new","break","yes",1662,1662
"S069","I19","old","maintain","no",1356,1356
"S069","I20","old","break","no",948,948
"S069","I21","new","maintain","no",1129,1129
"S069","I22","new","break","no",1363,1363
"S069","I23","old","maintain","yes",2065,2065
"S069","I24","old","break","yes",1918,1918
"S069","I25","new","maintain","yes",1294,1294
"S069","I26","new","break","yes",2879,2879
"S069","I27","old","maintain","no",1517,1517
"S069","I28","old","break","no",2006,2006
"S069","I29","new","maintain","no",902,902
"S069","I30","new","break","no",2303,2303
"S069","I31","old","maintain","yes",1520,1520
"S069","I32","old","break","yes",1921,1921
"S070","I01","old","maintain","yes",1766,1766
"S070","I02","old","break","yes",2854,2854
"S070","I03","new","maintain","yes",1988,1988
"S070","I04","new","break","yes",3915,3915
"S070","I05","old","maintain","no",1299,1299
"S070","I06","old","break","no",2864,2864
"S070","I07","new","maintain","no",2147,2147
"S070","I08","new","break","no",3363,3363
"S070","I09","old","maintain","yes",2470,2470
"S070","I10","old","break","yes",1308,1308
"S070","I11","new","maintain","yes",1488,1488
"S070","I12","new","break","yes",3810,3810
"S070","I13","old","maintain","no",1717,1717
"S070","I14","old","break","no",2983,2983
"S070","I15","new","maintain","no",2152,2152
"S070","I16","new","break","no",2100,2100
"S070","I17","old","maintain","yes",2446,2446
"S070","I18","old","break","yes",2183,2183
"S070","I19","new","maintain","yes",1235,1235
"S070","I20","new","break","yes",1528,1528
"S070","I21","old","maintain","no",2130,2130
"S070","I22","old","break","no",1583,1583
"S070","I23","new","maintain","no",1664,1664
"S070","I24","new","break","no",2939,2939
"S070","I25","old","maintain","yes",2055,2055
"S070","I26","old","break","yes",3600,3600
"S070","I27","new","maintain","yes",1277,1277
"S070","I28","new","break","yes",2487,2487
"S070","I29","old","maintain","no",1102,1102
"S070","I30","old","break","no",3084,3084
"S070","I31","new","maintain","no",1941,1941
"S070","I32","new","break","no",3604,3604
"S072","I01","old","break","yes",1566,1566
"S072","I02","new","maintain","yes",2713,2713
"S072","I03","new","break","yes",3230,3230
"S072","I04","old","maintain","no",1772,1772
"S072","I05","old","break","no",5171,8349
"S072","I06","new","maintain","no",1882,1882
"S072","I07","new","break","no",2326,2326
"S072","I08","old","maintain","yes",1561,1561
"S072","I09","old","break","yes",3852,3852
"S072","I10","new","maintain","yes",1388,1388
"S072","I11","new","break","yes",2089,2089
"S072","I12","old","maintain","no",2888,2888
"S072","I13","old","break","no",5171,6223
"S072","I14","new","maintain","no",2722,2722
"S072","I15","new","break","no",3194,3194
"S072","I16","old","maintain","yes",2481,2481
"S072","I17","old","break","yes",2605,2605
"S072","I18","new","maintain","yes",1302,1302
"S072","I19","new","break","yes",2257,2257
"S072","I20","old","maintain","no",1909,1909
"S072","I21","old","break","no",1769,1769
"S072","I22","new","maintain","no",1743,1743
"S072","I23","new","break","no",3386,3386
"S072","I24","old","maintain","yes",1197,1197
"S072","I25","old","break","yes",2156,2156
"S072","I26","new","maintain","yes",3660,3660
"S072","I27","new","break","yes",1958,1958
"S072","I28","old","maintain","no",1325,1325
"S072","I29","old","break","no",3125,3125
"S072","I30","new","maintain","no",2103,2103
"S072","I31","new","break","no",3243,3243
"S072","I32","old","maintain","yes",1921,1921
"S073","I01","old","maintain","no",2167,2167
"S073","I02","old","break","no",2454,2454
"S073","I03","new","maintain","no",1347,1347
"S073","I04","new","break","no",1412,1412
"S073","I05","old","maintain","yes",1259,1259
"S073","I06","old","break","yes",2113,2113
"S073","I07","new","maintain","yes",1525,1525
"S073","I08","new","break","yes",2262,2262
"S073","I09","old","maintain","no",1789,1789
"S073","I10","old","break","no",2110,2110
"S073","I11","new","maintain","no",1789,1789
"S073","I12","new","break","no",1627,1627
"S073","I13","old","maintain","yes",1236,1236
"S073","I14","old","break","yes",4404,4404
"S073","I15","new","maintain","yes",1271,1271
"S073","I16","new","break","yes",2021,2021
"S073","I17","old","maintain","no",1484,1484
"S073","I18","old","break","no",1543,1543
"S073","I19","new","maintain","no",1697,1697
"S073","I20","new","break","no",1389,1389
"S073","I21","old","maintain","yes",1289,1289
"S073","I22","old","break","yes",2184,2184
"S073","I23","new","maintain","yes",2205,2205
"S073","I24","new","break","yes",1817,1817
"S073","I25","old","maintain","no",1053,1053
"S073","I26","old","break","no",2479,2479
"S073","I27","new","maintain","no",1597,1597
"S073","I28","new","break","no",1746,1746
"S073","I29","old","maintain","yes",1543,1543
"S073","I30","old","break","yes",5171,5867
"S073","I31","new","maintain","yes",2042,2042
"S073","I32","new","break","yes",1921,1921
"S074","I01","old","break","no",1686,1686
"S074","I02","new","maintain","no",2935,2935
"S074","I03","new","break","no",2328,2328
"S074","I04","old","maintain","yes",1892,1892
"S074","I05","old","break","yes",2480,2480
"S074","I06","new","maintain","yes",1822,1822
"S074","I07","new","break","yes",3289,3289
"S074","I08","old","maintain","no",1841,1841
"S074","I09","old","break","no",5171,5194
"S074","I10","new","maintain","no",1529,1529
"S074","I11","new","break","no",2109,2109
"S074","I12","old","maintain","yes",3128,3128
"S074","I13","old","break","yes",2718,2718
"S074","I14","new","maintain","yes",1881,1881
"S074","I15","new","break","yes",1892,1892
"S074","I16","old","maintain","no",1820,1820
"S074","I17","old","break","no",2506,2506
"S074","I18","new","maintain","no",1983,1983
"S074","I19","new","break","no",2097,2097
"S074","I20","old","maintain","yes",3010,3010
"S074","I21","old","break","yes",1650,1650
"S074","I22","new","maintain","yes",1704,1704
"S074","I23","new","break","yes",2184,2184
"S074","I24","old","maintain","no",1677,1677
"S074","I25","old","break","no",1534,1534
"S074","I26","new","maintain","no",1958,1958
"S074","I27","new","break","no",1497,1497
"S074","I28","old","maintain","yes",1966,1966
"S074","I29","old","break","yes",2184,2184
"S074","I30","new","maintain","yes",2082,2082
"S074","I31","new","break","yes",3744,3744
"S074","I32","old","maintain","no",1560,1560
"S075","I01","new","break","no",1506,1506
"S075","I02","old","maintain","yes",2173,2173
"S075","I03","old","break","yes",1848,1848
"S075","I04","new","maintain","yes",1432,1432
"S075","I05","new","break","yes",3081,3081
"S075","I06","old","maintain","no",1401,1401
"S075","I07","old","break","no",3028,3028
"S075","I08","new","maintain","no",1321,1321
"S075","I09","new","break","no",1388,1388
"S075","I10","old","maintain","yes",1389,1389
"S075","I11","old","break","yes",2529,2529
"S075","I12","new","maintain","yes",2788,2788
"S075","I13","new","break","yes",2217,2217
"S075","I14","old","maintain","no",2341,2341
"S075","I15","old","break","no",2332,2332
"S075","I16","new","maintain","no",1920,1920
"S075","I17","new","break","no",1644,1644
"S075","I18","old","maintain","yes",2003,2003
"S075","I19","old","break","yes",1677,1677
"S075","I20","new","maintain","yes",1308,1308
"S075","I21","new","break","yes",1689,1689
"S075","I22","old","maintain","no",1103,1103
"S075","I23","old","break","no",3007,3007
"S075","I24","new","maintain","no",2078,2078
"S075","I25","new","break","no",1474,1474
"S075","I26","old","maintain","yes",2819,2819
"S075","I27","old","break","yes",1997,1997
"S075","I28","new","maintain","yes",2086,2086
"S075","I29","new","break","yes",1763,1763
"S075","I30","old","maintain","no",2343,2343
"S075","I31","old","break","no",2822,2822
"S075","I32","new","maintain","no",1180,1180
"S076","I01","new","maintain","no",1646,1646
"S076","I02","new","break","no",4196,4196
"S076","I03","old","maintain","yes",1407,1407
"S076","I04","old","break","yes",4437,4437
"S076","I05","new","maintain","yes",1719,1719
"S076","I06","new","break","yes",4106,4106
"S076","I07","old","maintain","no",1446,1446
"S076","I08","old","break","no",2142,2142
"S076","I09","new","maintain","no",1789,1789
"S076","I10","new","break","no",1689,1689
"S076","I11","old","maintain","yes",1027,1027
"S076","I12","old","break","yes",4090,4090
"S076","I13","new","maintain","yes",2017,2017
"S076","I14","new","break","yes",2442,2442
"S076","I15","old","maintain","no",2092,2092
"S076","I16","old","break","no",3563,3563
"S076","I17","new","maintain","no",1183,1183
"S076","I18","new","break","no",1723,1723
"S076","I19","old","maintain","yes",2178,2178
"S076","I20","old","break","yes",1369,1369
"S076","I21","new","maintain","yes",1389,1389
"S076","I22","new","break","yes",1604,1604
"S076","I23","old","maintain","no",2045,2045
"S076","I24","old","break","no",3399,3399
"S076","I25","new","maintain","no",1955,1955
"S076","I26","new","break","no",4421,4421
"S076","I27","old","maintain","yes",1657,1657
"S076","I28","old","break","yes",2266,2266
"S076","I29","new","maintain","yes",1022,1022
"S076","I30","new","break","yes",2302,2302
"S076","I31","old","maintain","no",2181,2181
"S076","I32","old","break","no",2862,2862
"S078","I01","old","maintain","yes",1345,1345
"S078","I02","old","break","yes",2533,2533
"S078","I03","new","maintain","yes",1867,1867
"S078","I04","new","break","yes",2374,2374
"S078","I05","old","maintain","no",1439,1439
"S078","I06","old","break","no",2283,2283
"S078","I07","new","maintain","no",1085,1085
"S078","I08","new","break","no",1421,1421
"S078","I09","old","maintain","yes",1749,1749
"S078","I10","old","break","yes",2089,2089
"S078","I11","new","maintain","yes",1088,1088
"S078","I12","new","break","yes",2387,2387
"S078","I13","old","maintain","no",1337,1337
"S078","I14","old","break","no",3764,3764
"S078","I15","new","maintain","no",1411,1411
"S078","I16","new","break","no",2541,2541
"S078","I17","old","maintain","yes",1183,1183
"S078","I18","old","break","yes",3946,3946
"S078","I19","new","maintain","yes",2018,2018
"S078","I20","new","break","yes",1028,1028
"S078","I21","old","maintain","no",1088,1088
"S078","I22","old","break","no",1884,1884
"S078","I23","new","maintain","no",2606,2606
"S078","I24","new","break","no",1958,1958
"S078","I25","old","maintain","yes",1174,1174
"S078","I26","old","break","yes",2098,2098
"S078","I27","new","maintain","yes",2038,2038
"S078","I28","new","break","yes",2106,2106
"S078","I29","old","maintain","no",882,882
"S078","I30","old","break","no",4185,4185
"S078","I31","new","maintain","no",1260,1260
"S078","I32","new","break","no",3162,3162
"S080","I01","new","break","yes",2167,2167
"S080","I02","old","maintain","no",2053,2053
"S080","I03","old","break","no",3751,3751
"S080","I04","new","maintain","no",1933,1933
"S080","I05","new","break","no",3562,3562
"S080","I06","old","maintain","yes",2383,2383
"S080","I07","old","break","yes",5171,5171
